Наименование дисциплины,Аннотация РПД,Учебная карта дисциплины,Рабочая программа дисциплины,ed_id
Business planning (Бизнес-планирование),Аннотация РПД,УКД,РПД,38.03.06
Business writing and e-mailing (Деловая переписка),Аннотация РПД,УКД,РПД,38.03.06
Commercial Activity (Коммерческая деятельность),Аннотация РПД,УКД,РПД,38.03.06
Computer science (Информатика),Аннотация РПД,УКД,РПД,38.03.06
Courses of Physical Training and Sports (Дисциплины по физической культуре и спорту),Аннотация РПД,УКД,РПД,38.03.06
Creative leadership (Креативное лидерство),Аннотация РПД,УКД,РПД,38.03.06
E-commerce (Электронная коммерция),Аннотация РПД,УКД,РПД,38.03.06
Economic and Mathematical Models and Methods (Экономико-математические модели и методы),Аннотация РПД,УКД,РПД,38.03.06
Economics (Экономика),Аннотация РПД,УКД,РПД,38.03.06
Electronic Advertising and Marketing Technologies (Технологии электронной рекламы и маркетинга),Аннотация РПД,УКД,РПД,38.03.06
"Finance, Money Circulation and Taxation (Финансы, денежное обращение и налогообложение)",Аннотация РПД,УКД,РПД,38.03.06
Financial Markets (Рынок финансовых услуг),Аннотация РПД,УКД,РПД,38.03.06
Foreign Language for Business Communication (Иностранный для деловой коммуникации),Аннотация РПД,УКД,РПД,38.03.06
